Order_ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Weather_conditions,Road_traffic_density,Festival,City,Order_Date,Time_Orderd,Time_Order_picked,Distance_km,Time_taken_min,Day_of_week,Day_name,Month,Is_weekend,Order_hour,Pickup_hour,Time_period,Is_peak_hour,Preparation_time_min,Distance_category,Age_group,Rating_category,Delivery_person_ID_num,Experience_level
ORD000635,DEL082,30,3.7,12.956985961105024,77.50714582041628,12.90804595520522,77.56204189924915,Meal,motorcycle,Rainy,Jam,Yes,Semi-Urban,2024-03-02,12:31,12:53,8.163371708773242,90,5,Saturday,3,1,12,12,Afternoon,1,22.0,Moderate,Middle,Average,82,New
ORD000636,DEL080,37,4.2,13.029441826898982,77.55592761874527,13.067238146144913,77.60068695661761,Meal,scooter,Cloudy,Medium,Yes,Semi-Urban,2024-11-24,15:01,15:11,6.5027055975106,55,6,Sunday,11,1,15,15,Afternoon,0,10.0,Moderate,Senior,Good,80,New
ORD000637,DEL043,34,4.7,12.932176673548412,77.57100919343875,13.094061238729129,77.62248799908119,Snack,motorcycle,Sunny,Medium,No,Semi-Urban,2024-10-27,20:30,20:56,18.855851949170752,79,6,Sunday,10,1,20,20,Evening,1,26.0,Far,Middle,Excellent,43,Intermediate
ORD000638,DEL012,31,4.0,13.086061382597377,77.50737976788974,12.916700382388626,77.5541200731206,Drinks,scooter,Cloudy,Jam,No,Semi-Urban,2024-05-20,11:50,12:03,19.50185169541187,90,0,Monday,5,0,11,12,Morning,0,13.0,Far,Middle,Average,12,Experienced
ORD000639,DEL097,28,4.2,13.010872337268454,77.67652096312378,12.94933958614487,77.53663168228776,Meal,bicycle,Fog,High,No,Semi-Urban,2024-10-30,19:41,20:04,16.963505900826622,90,2,Wednesday,10,0,19,20,Evening,1,23.0,Far,Middle,Good,97,New
ORD000640,DEL031,29,3.9,12.998186346163292,77.66957134715994,13.03512672308885,77.66831514111591,Drinks,motorcycle,Sunny,Medium,Yes,Urban,2024-12-25,20:08,20:21,4.102752054677104,20,2,Wednesday,12,0,20,20,Evening,1,13.0,Close,Middle,Average,31,Experienced
ORD000641,DEL087,31,4.2,12.986938902861674,77.55030018398688,13.06121606468502,77.6715851863474,Meal,motorcycle,Sunny,High,No,Urban,2024-02-20,21:58,22:10,15.786662012066024,90,1,Tuesday,2,0,21,22,Night,1,12.0,Far,Middle,Good,87,New
ORD000642,DEL040,36,4.8,13.013320269390038,77.66051178006192,12.96919881833754,77.55599125675332,Meal,scooter,Sunny,High,No,Metropolitan,2024-10-02,21:01,21:21,12.593116198378151,85,2,Wednesday,10,0,21,21,Night,1,20.0,Far,Senior,Excellent,40,Intermediate
ORD000643,DEL029,25,4.2,12.904489393432357,77.65924237581635,13.003047686065292,77.61202256912013,Drinks,motorcycle,Sunny,Low,No,Metropolitan,2024-07-20,20:50,21:20,12.130754833980037,38,5,Saturday,7,1,20,21,Evening,1,30.0,Far,Young,Good,29,Experienced
ORD000644,DEL026,26,4.3,13.098017274915817,77.56700255194701,13.078351880592589,77.58796529242909,Meal,motorcycle,Cloudy,Medium,Yes,Semi-Urban,2024-09-28,20:53,21:14,3.1904810584418004,23,5,Saturday,9,1,20,21,Evening,1,21.0,Close,Middle,Good,26,Experienced
ORD000645,DEL019,33,4.1,13.011504875238852,77.63941360772623,12.97687966838988,77.52839344063372,Meal,scooter,Sunny,Medium,Yes,Semi-Urban,2024-10-26,21:07,21:37,12.908676003898318,90,5,Saturday,10,1,21,21,Night,1,30.0,Far,Middle,Good,19,Experienced
ORD000646,DEL004,32,4.2,12.907039000428036,77.55797156760603,12.916307654692504,77.68811724566456,Snack,motorcycle,Fog,High,Yes,Urban,2024-04-16,11:11,11:33,14.48275896319,90,1,Tuesday,4,0,11,11,Morning,0,22.0,Far,Middle,Good,4,Experienced
ORD000647,DEL006,27,3.5,13.01799552093992,77.51405524717754,13.09897882437913,77.50195658715877,Meal,bicycle,Sunny,High,No,Urban,2024-11-02,08:35,08:58,9.088909514259,90,5,Saturday,11,1,8,8,Morning,0,23.0,Moderate,Middle,Average,6,Experienced
ORD000648,DEL032,29,3.9,12.987415751657936,77.6009595667858,12.936056041092645,77.53751527406273,Drinks,electric_scooter,Stormy,High,No,Semi-Urban,2024-08-16,11:02,11:14,9.060618090806408,90,4,Friday,8,0,11,11,Morning,0,12.0,Moderate,Middle,Average,32,Experienced
ORD000649,DEL061,28,4.2,12.904807539333282,77.58766540817581,12.909756363519744,77.5691129843356,Snack,motorcycle,Sunny,Medium,No,Metropolitan,2024-03-06,21:10,21:27,2.131325134879413,15,2,Wednesday,3,0,21,21,Night,1,17.0,Very_Close,Middle,Good,61,Intermediate
ORD000650,DEL079,37,4.5,13.084885750431496,77.52763058290388,12.982130719483331,77.67129225103652,Drinks,scooter,Cloudy,Jam,No,Metropolitan,2024-02-14,12:05,12:35,19.60565172059449,90,2,Wednesday,2,0,12,12,Afternoon,1,30.0,Far,Senior,Good,79,New
ORD000651,DEL099,21,4.2,12.902113374414762,77.59811066739802,12.924292704258686,77.65773073208183,Snack,motorcycle,Sunny,Low,Yes,Urban,2024-03-04,14:34,14:53,7.060921740735359,31,0,Monday,3,0,14,14,Afternoon,1,19.0,Moderate,Young,Good,99,New
ORD000652,DEL010,24,4.0,13.015574335375565,77.68987514915139,13.09574667688516,77.61597681291325,Snack,motorcycle,Fog,High,No,Semi-Urban,2024-03-28,21:00,21:10,12.102853042676056,90,3,Thursday,3,0,21,21,Night,1,10.0,Far,Young,Average,10,Experienced
ORD000653,DEL059,24,4.1,13.092358149525245,77.64627862943783,12.976158771212452,77.63900419106389,Meal,scooter,Rainy,Medium,Yes,Metropolitan,2024-05-07,20:57,21:15,12.923381099846216,90,1,Tuesday,5,0,20,21,Evening,1,18.0,Far,Young,Good,59,Intermediate
ORD000654,DEL054,25,3.9,12.947520899396606,77.64777446198916,13.06516222658182,77.5681823194906,Drinks,motorcycle,Sunny,Low,No,Semi-Urban,2024-05-30,22:08,22:32,15.7660607517201,43,3,Thursday,5,0,22,22,Night,0,24.0,Far,Young,Average,54,Intermediate
ORD000655,DEL081,38,4.9,12.95083581484872,77.65151015901645,12.935321077900891,77.68810830924374,Meal,scooter,Sunny,Low,No,Metropolitan,2024-10-22,14:33,15:03,4.412346565619886,15,1,Tuesday,10,0,14,15,Afternoon,1,30.0,Close,Senior,Excellent,81,New
ORD000656,DEL074,27,4.3,12.900084625712031,77.64892676145371,12.927762951350037,77.50535745771208,Meal,motorcycle,Sunny,Medium,No,Urban,2024-06-29,14:44,15:05,16.22964046361699,84,5,Saturday,6,1,14,15,Afternoon,1,21.0,Far,Middle,Good,74,New
ORD000657,DEL025,35,3.5,12.913270234397595,77.50398028708013,13.029858626009576,77.52018573531788,Meal,motorcycle,Sunny,Medium,No,Semi-Urban,2024-02-20,09:15,09:26,13.065727728690566,80,1,Tuesday,2,0,9,9,Morning,0,11.0,Far,Middle,Average,25,Experienced
ORD000658,DEL092,32,3.5,12.90897768231542,77.68493818713878,13.081862027161966,77.6851107664528,Snack,motorcycle,Sunny,Low,No,Urban,2024-01-19,14:54,15:05,19.190171839216983,75,4,Friday,1,0,14,15,Afternoon,1,11.0,Far,Middle,Average,92,New
ORD000659,DEL090,20,5.0,13.064531256737684,77.66602755288775,12.922907290991995,77.6890103252632,Meal,scooter,Sunny,Low,No,Semi-Urban,2024-04-20,14:37,14:48,15.925910627356098,61,5,Saturday,4,1,14,14,Afternoon,1,11.0,Far,Young,Excellent,90,New
ORD000660,DEL050,41,3.8,13.067347513988985,77.55491588148661,13.017850793132984,77.59811420074432,Snack,motorcycle,Fog,Medium,No,Semi-Urban,2024-07-02,21:39,21:58,7.29230309424372,47,1,Tuesday,7,0,21,21,Night,1,19.0,Moderate,Senior,Average,50,Intermediate
ORD000661,DEL064,39,4.7,13.045340016836905,77.61054870096733,12.916987898283598,77.61529215708141,Drinks,motorcycle,Fog,Jam,No,Urban,2024-08-04,14:16,14:36,14.256811097549964,90,6,Sunday,8,1,14,14,Afternoon,1,20.0,Far,Senior,Excellent,64,Intermediate
ORD000662,DEL052,36,3.6,12.970549002503418,77.62300118599063,13.062432588802375,77.68050757101251,Meal,motorcycle,Cloudy,Medium,Yes,Semi-Urban,2024-07-14,13:25,13:52,12.0318970844538,90,6,Sunday,7,1,13,13,Afternoon,1,27.0,Far,Senior,Average,52,Intermediate
ORD000663,DEL032,26,4.9,13.064250889977767,77.52638900582325,13.08186118271434,77.6706868707871,Meal,electric_scooter,Fog,Low,No,Metropolitan,2024-08-21,14:43,15:02,16.13590176329897,89,2,Wednesday,8,0,14,15,Afternoon,1,19.0,Far,Middle,Excellent,32,Experienced
ORD000664,DEL019,44,4.8,13.007954904048576,77.55079267537143,13.025758860644888,77.67239037597088,Snack,motorcycle,Sunny,Jam,No,Urban,2024-08-05,12:34,12:45,13.641254966169583,88,0,Monday,8,0,12,12,Afternoon,1,11.0,Far,Senior,Excellent,19,Experienced
ORD000665,DEL084,32,4.4,12.960862055295983,77.50465008705683,13.037668620508256,77.57435712037282,Meal,bicycle,Sunny,High,No,Urban,2024-04-14,21:17,21:47,11.513177138615324,90,6,Sunday,4,1,21,21,Night,1,30.0,Far,Middle,Good,84,New
ORD000666,DEL089,23,3.5,12.987455353822876,77.67279034401085,12.911087292922405,77.66610956760317,Meal,motorcycle,Sunny,Medium,No,Semi-Urban,2024-11-20,14:45,15:12,8.509229519909876,56,2,Wednesday,11,0,14,15,Afternoon,1,27.0,Moderate,Young,Average,89,New
ORD000667,DEL001,23,3.9,12.913153553966916,77.50498101394923,12.914595437377216,77.51386212022683,Snack,scooter,Sunny,Jam,No,Metropolitan,2024-07-09,21:52,22:20,0.9987105963921202,15,1,Tuesday,7,0,21,22,Night,1,28.0,Very_Close,Young,Average,1,Experienced
ORD000668,DEL097,25,4.1,13.088981737349982,77.56373916757218,12.935934111198543,77.59739289492748,Snack,bicycle,Rainy,High,No,Metropolitan,2024-09-18,21:52,22:06,17.394145990261613,90,2,Wednesday,9,0,21,22,Night,1,14.0,Far,Young,Good,97,New
ORD000669,DEL099,38,4.2,13.023823283470367,77.51564929858924,12.954765693466376,77.54748138778567,Meal,scooter,Rainy,Medium,Yes,Urban,2024-03-19,19:24,19:38,8.440550240037085,89,1,Tuesday,3,0,19,19,Evening,1,14.0,Moderate,Senior,Good,99,New
ORD000670,DEL014,31,3.9,13.046246828986114,77.6562811852342,13.051971223367971,77.50715955699414,Meal,motorcycle,Sunny,Low,No,Urban,2024-01-14,15:04,15:34,16.564692077210385,75,6,Sunday,1,1,15,15,Afternoon,0,30.0,Far,Middle,Average,14,Experienced
ORD000671,DEL100,41,3.5,13.035316674083974,77.68499655461424,12.98708584940258,77.62344217165838,Drinks,motorcycle,Cloudy,Medium,No,Metropolitan,2024-05-18,12:43,13:08,8.68013932631089,48,5,Saturday,5,1,12,13,Afternoon,1,25.0,Moderate,Senior,Average,100,New
ORD000672,DEL055,26,4.4,13.033549996904195,77.61256312396355,12.91564993734934,77.51523597859249,Meal,bicycle,Sunny,High,No,Semi-Urban,2024-10-07,14:40,14:50,16.96993516053677,90,0,Monday,10,0,14,14,Afternoon,1,10.0,Far,Middle,Good,55,Intermediate
ORD000673,DEL029,29,4.3,12.903452197099448,77.52791336346166,13.070529012456936,77.52403184728384,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-02-15,14:49,15:11,18.55053054739352,90,3,Thursday,2,0,14,15,Afternoon,1,22.0,Far,Middle,Good,29,Experienced
ORD000674,DEL023,38,3.9,13.00507425595697,77.61163217165722,13.098765340515392,77.51634901819077,Meal,scooter,Sunny,Low,No,Metropolitan,2024-05-19,13:17,13:45,14.83289750496786,73,6,Sunday,5,1,13,13,Afternoon,1,28.0,Far,Senior,Average,23,Experienced
ORD000675,DEL090,26,3.6,13.064342045725107,77.65406824789054,12.991005258541012,77.69500951051614,Meal,motorcycle,Cloudy,High,No,Metropolitan,2024-01-06,13:24,13:53,9.322989937700676,76,5,Saturday,1,1,13,13,Afternoon,1,29.0,Moderate,Middle,Average,90,New
ORD000676,DEL067,22,5.0,12.90890377028232,77.64368324104527,13.002352801115114,77.50784773798851,Snack,motorcycle,Cloudy,High,No,Urban,2024-02-23,11:11,11:22,18.30120566350365,90,4,Friday,2,0,11,11,Morning,0,11.0,Far,Young,Excellent,67,Intermediate
ORD000677,DEL060,32,4.2,13.091233136777651,77.64834380117331,12.915701887840193,77.553951290978,Meal,motorcycle,Sunny,Jam,No,Semi-Urban,2024-09-26,17:37,18:07,22.12248806275112,90,3,Thursday,9,0,17,18,Evening,0,30.0,Far,Middle,Good,60,Intermediate
ORD000678,DEL007,32,4.6,12.984831936601198,77.55583476851069,12.97660348617746,77.63039969588465,Meal,scooter,Rainy,Low,No,Metropolitan,2024-09-07,14:44,15:06,8.326950256649338,53,5,Saturday,9,1,14,15,Afternoon,1,22.0,Moderate,Middle,Excellent,7,Experienced
ORD000679,DEL072,37,4.2,12.957979098410274,77.51474750451685,12.974360871978025,77.66467664264731,Snack,motorcycle,Cloudy,Jam,No,Metropolitan,2024-10-19,16:38,16:57,16.741180650337142,90,5,Saturday,10,1,16,16,Afternoon,0,19.0,Far,Senior,Good,72,New
ORD000680,DEL032,39,3.6,13.006364272328389,77.52979272770969,13.093158302596311,77.62164070485943,Meal,scooter,Cloudy,Medium,No,Semi-Urban,2024-02-20,13:20,13:49,14.027016285914245,90,1,Tuesday,2,0,13,13,Afternoon,1,29.0,Far,Senior,Average,32,Experienced
ORD000681,DEL016,27,4.0,13.060242837568609,77.69110129701579,13.032086301832052,77.69530035127082,Meal,scooter,Cloudy,High,No,Semi-Urban,2024-07-18,21:43,22:02,3.159939299738248,26,3,Thursday,7,0,21,22,Night,1,19.0,Close,Middle,Average,16,Experienced
ORD000682,DEL059,28,4.0,12.994951012353727,77.6227027974192,13.056436632049383,77.56754164176367,Meal,scooter,Sunny,Low,No,Urban,2024-09-29,19:30,19:59,9.168918832288908,45,6,Sunday,9,1,19,19,Evening,1,29.0,Moderate,Middle,Average,59,Intermediate
ORD000683,DEL018,26,4.8,13.029021135317278,77.64557992117278,12.925666410119618,77.59440109845349,Drinks,motorcycle,Sunny,High,No,Metropolitan,2024-10-30,12:43,13:00,12.80185242906325,56,2,Wednesday,10,0,12,13,Afternoon,1,17.0,Far,Middle,Excellent,18,Experienced
ORD000684,DEL060,20,4.5,12.999982877573371,77.67981291835612,12.983385376348537,77.66426028718395,Meal,motorcycle,Fog,High,No,Semi-Urban,2024-09-19,12:09,12:29,2.524759315948006,21,3,Thursday,9,0,12,12,Afternoon,1,20.0,Very_Close,Young,Good,60,Intermediate
ORD000685,DEL086,22,3.9,13.026254451328231,77.67055091331027,12.938310560461446,77.63633947858398,Snack,scooter,Fog,Medium,No,Urban,2024-07-12,14:03,14:26,10.474395595843776,75,4,Friday,7,0,14,14,Afternoon,1,23.0,Far,Young,Average,86,New
ORD000686,DEL068,32,5.0,12.927606183039329,77.54368036994383,13.072037795656827,77.54281341262393,Meal,scooter,Cloudy,Medium,Yes,Metropolitan,2024-11-23,15:43,16:13,16.03219781720603,90,5,Saturday,11,1,15,16,Afternoon,0,30.0,Far,Middle,Excellent,68,Intermediate
ORD000687,DEL072,44,4.0,12.90773267723562,77.51161200892174,12.93047447505156,77.59973354802379,Snack,motorcycle,Cloudy,Medium,No,Semi-Urban,2024-11-07,19:11,19:32,10.101972741069762,56,3,Thursday,11,0,19,19,Evening,1,21.0,Far,Senior,Average,72,New
ORD000688,DEL077,36,5.0,12.92738028113948,77.6850256401727,12.987774243800573,77.69519186334915,Meal,motorcycle,Cloudy,High,Yes,Urban,2024-08-12,22:32,23:02,6.798043477360424,53,0,Monday,8,0,22,23,Night,0,30.0,Moderate,Senior,Excellent,77,New
ORD000689,DEL041,44,5.0,12.957167628932783,77.69633365852755,12.91073005635075,77.67260463513331,Meal,bicycle,Cloudy,Jam,No,Urban,2024-05-26,19:33,19:59,5.788535272494153,73,6,Sunday,5,1,19,19,Evening,1,26.0,Close,Senior,Excellent,41,Intermediate
ORD000690,DEL097,43,3.8,12.950671212489622,77.6134688387028,13.026858858840088,77.53836067951384,Snack,motorcycle,Cloudy,Medium,No,Semi-Urban,2024-04-27,12:19,12:30,11.875336456782112,63,5,Saturday,4,1,12,12,Afternoon,1,11.0,Far,Senior,Average,97,New
ORD000691,DEL057,20,4.0,13.02303506993213,77.67768038296755,12.996384949989553,77.53595717952865,Meal,scooter,Sunny,Medium,No,Urban,2024-07-27,10:40,10:57,16.006991023238488,90,5,Saturday,7,1,10,10,Morning,0,17.0,Far,Young,Average,57,Intermediate
ORD000692,DEL079,25,4.2,12.991177884826849,77.54636320994295,12.999593354488022,77.66567890347403,Snack,bicycle,Fog,Medium,No,Metropolitan,2024-02-10,13:05,13:35,13.276943279108734,90,5,Saturday,2,1,13,13,Afternoon,1,30.0,Far,Young,Good,79,New
ORD000693,DEL093,40,4.5,12.907762396205367,77.52220774091798,12.920323782118356,77.53977890028597,Drinks,scooter,Cloudy,High,No,Semi-Urban,2024-03-25,12:47,13:09,2.397533341492786,15,0,Monday,3,0,12,13,Afternoon,1,22.0,Very_Close,Senior,Good,93,New
ORD000694,DEL065,25,4.3,12.906973181263403,77.59996338748168,13.002796237043414,77.59055787862731,Drinks,motorcycle,Fog,High,No,Urban,2024-05-26,19:51,20:07,10.68747382820758,66,6,Sunday,5,1,19,20,Evening,1,16.0,Far,Young,Good,65,Intermediate
ORD000695,DEL055,31,5.0,12.918117600424134,77.66223668389677,13.012756698156512,77.53615172681573,Meal,motorcycle,Rainy,Low,No,Semi-Urban,2024-01-06,21:43,22:10,17.499309377997434,90,5,Saturday,1,1,21,22,Night,1,27.0,Far,Middle,Excellent,55,Intermediate
ORD000696,DEL071,32,4.6,12.970616231480172,77.63093072464807,13.092568017335466,77.50293257240685,Meal,bicycle,Cloudy,Low,No,Urban,2024-09-17,12:30,12:46,19.624023063244064,90,1,Tuesday,9,0,12,12,Afternoon,1,16.0,Far,Middle,Excellent,71,New
ORD000697,DEL058,32,3.8,12.901236590192749,77.62746403362875,12.9066445366571,77.67508072922669,Meal,motorcycle,Rainy,Medium,No,Metropolitan,2024-09-11,21:56,22:18,5.319431755197325,41,2,Wednesday,9,0,21,22,Night,1,22.0,Close,Middle,Average,58,Intermediate
ORD000698,DEL021,34,3.7,12.998797453086029,77.50349178164504,13.084542721898313,77.65580088843483,Meal,scooter,Fog,Low,No,Semi-Urban,2024-09-29,20:00,20:19,19.401299770267705,90,6,Sunday,9,1,20,20,Evening,1,19.0,Far,Middle,Average,21,Experienced
ORD000699,DEL096,40,4.5,12.97213393286186,77.56349857847302,12.995912891586316,77.5941176858578,Meal,scooter,Cloudy,Medium,No,Metropolitan,2024-11-11,21:00,21:25,4.303263448379064,27,0,Monday,11,0,21,21,Night,1,25.0,Close,Senior,Good,96,New
ORD000700,DEL061,35,3.7,13.011088260488163,77.6878991573045,12.942022905098195,77.53191580000345,Snack,scooter,Cloudy,Medium,Yes,Metropolitan,2024-12-31,20:47,21:01,18.935451925267024,90,1,Tuesday,12,0,20,21,Evening,1,14.0,Far,Middle,Average,61,Intermediate
ORD000701,DEL058,41,4.7,13.04416504561656,77.52685470790338,13.033109216590246,77.66128354164127,Drinks,bicycle,Cloudy,High,No,Urban,2024-06-25,21:42,21:57,14.971979673788296,90,1,Tuesday,6,0,21,21,Night,1,15.0,Far,Senior,Excellent,58,Intermediate
ORD000702,DEL034,40,4.0,12.950194563095971,77.64527318903744,13.003410443450592,77.57187345518624,Meal,bicycle,Stormy,Medium,No,Metropolitan,2024-09-27,09:38,09:57,10.063391771138637,90,4,Friday,9,0,9,9,Morning,0,19.0,Far,Senior,Average,34,Experienced
ORD000703,DEL097,30,4.0,12.931416729525782,77.65186223076161,12.945351003285946,77.63238983223084,Snack,motorcycle,Rainy,Medium,No,Metropolitan,2024-08-17,15:11,15:32,2.6578376677638422,17,5,Saturday,8,1,15,15,Afternoon,0,21.0,Very_Close,Middle,Average,97,New
ORD000704,DEL032,24,3.5,12.955610711192678,77.64656664863845,13.025365369167114,77.56333888873795,Buffet,scooter,Cloudy,Low,No,Metropolitan,2024-02-08,13:32,13:52,12.053890809331037,82,3,Thursday,2,0,13,13,Afternoon,1,20.0,Far,Young,Average,32,Experienced
ORD000705,DEL082,23,4.6,12.900352636390382,77.69785697882004,12.994652455036976,77.58645742098884,Meal,scooter,Sunny,Low,Yes,Semi-Urban,2024-06-29,21:31,21:57,16.200797857780664,87,5,Saturday,6,1,21,21,Night,1,26.0,Far,Young,Excellent,82,New
ORD000706,DEL036,22,3.7,12.924002591105156,77.58184164227039,13.037802923672391,77.60709436585381,Drinks,bicycle,Cloudy,Medium,No,Semi-Urban,2024-07-13,12:21,12:34,12.93910376116999,90,5,Saturday,7,1,12,12,Afternoon,1,13.0,Far,Young,Average,36,Intermediate
ORD000707,DEL099,38,4.7,13.050166072737266,77.6364386784418,13.037815385625878,77.6524032545423,Meal,motorcycle,Sunny,High,No,Semi-Urban,2024-12-13,20:54,21:19,2.240460587774024,16,4,Friday,12,0,20,21,Evening,1,25.0,Very_Close,Senior,Excellent,99,New
ORD000708,DEL100,39,4.2,12.944561368480056,77.53873102267676,12.99456306380218,77.6664137175769,Snack,scooter,Sunny,Medium,Yes,Urban,2024-03-01,19:18,19:29,15.22078372556967,90,4,Friday,3,0,19,19,Evening,1,11.0,Far,Senior,Good,100,New
ORD000709,DEL067,44,4.7,13.098859926760808,77.57994198317422,12.97815924218433,77.588709349371,Meal,scooter,Cloudy,Low,No,Urban,2024-05-15,21:40,22:06,13.433073965351248,60,2,Wednesday,5,0,21,22,Night,1,26.0,Far,Senior,Excellent,67,Intermediate
ORD000710,DEL063,37,4.4,12.93356630427296,77.59831212048663,12.912648848285404,77.54660802646926,Meal,scooter,Sunny,Medium,No,Metropolitan,2024-10-18,14:59,15:16,6.191027664942914,34,4,Friday,10,0,14,15,Afternoon,1,17.0,Moderate,Senior,Good,63,Intermediate
ORD000711,DEL081,34,3.6,13.057754343113098,77.54296550822001,12.998769319592167,77.5307298656956,Drinks,motorcycle,Fog,Low,Yes,Semi-Urban,2024-11-25,12:59,13:16,6.686719552981246,43,0,Monday,11,0,12,13,Afternoon,1,17.0,Moderate,Middle,Average,81,New
ORD000712,DEL031,28,4.6,13.041008894365106,77.68136214847178,12.948623005817684,77.56814957425068,Meal,scooter,Cloudy,Medium,No,Metropolitan,2024-08-25,23:03,23:24,16.219770072647517,90,6,Sunday,8,1,23,23,Night,0,21.0,Far,Middle,Excellent,31,Experienced
ORD000713,DEL036,36,3.6,12.96442642856326,77.64323956609347,12.910649492925131,77.66035669723381,Meal,motorcycle,Cloudy,Low,No,Semi-Urban,2024-07-01,19:21,19:33,6.264330001800282,25,0,Monday,7,0,19,19,Evening,1,12.0,Moderate,Senior,Average,36,Intermediate
ORD000714,DEL057,33,4.2,12.966147828713192,77.5567515536185,12.966076046087489,77.5547963650623,Buffet,scooter,Sunny,High,No,Metropolitan,2024-06-01,12:22,12:41,0.217172146358597,15,5,Saturday,6,1,12,12,Afternoon,1,19.0,Very_Close,Middle,Good,57,Intermediate
ORD000715,DEL010,34,3.8,13.01271031619342,77.52699128785952,12.91749380374556,77.5095039932294,Drinks,scooter,Rainy,High,No,Urban,2024-04-05,12:06,12:36,10.745803147902414,88,4,Friday,4,0,12,12,Afternoon,1,30.0,Far,Middle,Average,10,Experienced
ORD000716,DEL092,20,4.6,13.07047481949651,77.5575734656845,13.015948364585714,77.61285521740284,Snack,scooter,Sunny,High,No,Semi-Urban,2024-08-08,12:33,12:48,8.618924036051448,49,3,Thursday,8,0,12,12,Afternoon,1,15.0,Moderate,Young,Excellent,92,New
ORD000717,DEL037,40,4.9,12.977237388823893,77.62459707644862,13.000733812942617,77.50672272536833,Meal,scooter,Cloudy,Jam,No,Semi-Urban,2024-09-20,21:07,21:25,13.341463329809477,90,4,Friday,9,0,21,21,Night,1,18.0,Far,Senior,Excellent,37,Intermediate
ORD000718,DEL031,41,4.3,12.912235976183682,77.66528172766206,13.058485799479218,77.67698502815746,Snack,motorcycle,Sunny,High,No,Urban,2024-09-06,21:16,21:34,16.285624815574515,90,4,Friday,9,0,21,21,Night,1,18.0,Far,Senior,Good,31,Experienced
ORD000719,DEL035,41,4.3,12.97488383538046,77.60063365141103,12.95352670872785,77.63561209590769,Snack,motorcycle,Cloudy,Low,No,Semi-Urban,2024-04-25,14:19,14:49,4.549129452743635,18,3,Thursday,4,0,14,14,Afternoon,1,30.0,Close,Senior,Good,35,Experienced
ORD000720,DEL043,22,4.6,12.941462534648547,77.5204989347009,12.974305813094,77.55136907140269,Drinks,motorcycle,Fog,High,Yes,Urban,2024-07-05,13:34,14:04,5.003190362555045,40,4,Friday,7,0,13,14,Afternoon,1,30.0,Close,Young,Excellent,43,Intermediate
ORD000721,DEL041,35,3.5,13.087841403413004,77.54986297328222,13.03779007772768,77.59381830082586,Drinks,motorcycle,Cloudy,Medium,No,Urban,2024-05-17,19:42,20:11,7.393971558039149,38,4,Friday,5,0,19,20,Evening,1,29.0,Moderate,Middle,Average,41,Intermediate
ORD000722,DEL070,42,4.9,13.03945486927519,77.56902878387791,13.098588904046302,77.64784336594965,Meal,motorcycle,Sunny,Medium,No,Urban,2024-08-12,14:47,15:17,10.937061796059172,52,0,Monday,8,0,14,15,Afternoon,1,30.0,Far,Senior,Excellent,70,New
ORD000723,DEL011,44,3.8,12.91016653284267,77.62722725074221,13.080833951489293,77.68313676671144,Buffet,motorcycle,Sunny,Medium,No,Urban,2024-08-10,21:12,21:35,19.934698186003136,90,5,Saturday,8,1,21,21,Night,1,23.0,Far,Senior,Average,11,Experienced
ORD000724,DEL018,30,5.0,12.95859770745252,77.54932867507233,13.004164979688696,77.67489075234535,Snack,motorcycle,Cloudy,Low,No,Metropolitan,2024-02-26,12:08,12:30,14.826796298758827,49,0,Monday,2,0,12,12,Afternoon,1,22.0,Far,Middle,Excellent,18,Experienced
ORD000725,DEL020,31,4.6,12.910043192984162,77.54678567853078,13.035589459173323,77.51390630405899,Meal,motorcycle,Sunny,High,No,Metropolitan,2024-07-21,14:57,15:14,14.405609858137687,90,6,Sunday,7,1,14,15,Afternoon,1,17.0,Far,Middle,Excellent,20,Experienced
ORD000726,DEL030,29,4.7,13.066003334074956,77.55724037372424,13.006384465315197,77.5162282602089,Snack,motorcycle,Sunny,Medium,No,Urban,2024-01-17,13:30,13:59,8.032292385037357,34,2,Wednesday,1,0,13,13,Afternoon,1,29.0,Moderate,Middle,Excellent,30,Experienced
ORD000727,DEL050,35,4.5,13.081259280381431,77.61850580889072,12.986961106380893,77.61954474109012,Meal,scooter,Sunny,Medium,Yes,Semi-Urban,2024-12-06,11:26,11:37,10.467732573217283,74,4,Friday,12,0,11,11,Morning,0,11.0,Far,Middle,Good,50,Intermediate
ORD000728,DEL089,27,4.2,12.922455921167815,77.59852605678843,13.02045953790766,77.59929921377272,Drinks,scooter,Sunny,High,No,Urban,2024-09-07,21:45,21:56,10.878739974347935,59,5,Saturday,9,1,21,21,Night,1,11.0,Far,Middle,Good,89,New
ORD000729,DEL020,25,4.4,12.98805800920174,77.66832719066049,12.977299845065112,77.55858741472044,Meal,motorcycle,Cloudy,High,No,Metropolitan,2024-03-06,19:32,19:43,12.239508767518409,85,2,Wednesday,3,0,19,19,Evening,1,11.0,Far,Young,Good,20,Experienced
