Order_ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Weather_conditions,Road_traffic_density,Festival,City,Order_Date,Time_Orderd,Time_Order_picked,Distance_km,Time_taken_min
ORD005843,DEL004,44,4.4,12.909992392934369,77.57019482872022,13.029669755457558,77.64912432662604,Meal,motorcycle,Sunny,Medium,No,Semi-Urban,2024-02-10,11:07,11:21,15.913133103686816,84
ORD000538,DEL036,20,4.9,13.075516354506673,77.68760372037029,12.942522388129461,77.66371574012817,Meal,electric_scooter,Cloudy,High,No,Urban,2024-10-27,10:33,10:50,14.99857313766473,90
ORD005556,DEL038,31,3.9,12.90791674590518,77.58498392382167,13.066439803208405,77.69527096679872,Snack,motorcycle,Sunny,Medium,No,Metropolitan,2024-08-20,15:36,15:54,21.43558920651979,90
ORD000189,DEL014,26,3.8,12.946582610850623,77.65545237770283,13.04435908398929,77.59484711940198,Snack,motorcycle,Cloudy,Low,No,Metropolitan,2024-07-28,19:01,19:14,12.768974162572247,54
ORD005471,DEL083,29,4.8,12.90812002038412,77.59129025883945,13.040461982239828,77.51744306084733,Drinks,motorcycle,Sunny,Jam,No,Urban,2024-01-11,14:11,14:26,16.822196858879618,90
ORD008284,DEL091,38,3.7,13.065900654808058,77.66569128007386,12.982850418608315,77.64735319490657,Meal,bicycle,Sunny,Low,No,Urban,2024-01-28,20:57,21:23,9.440631308576133,61
ORD005629,DEL044,20,4.7,13.094862737401057,77.65066561015219,13.074042037331758,77.63056328621214,Snack,scooter,Cloudy,High,No,Metropolitan,2024-09-17,21:13,21:40,3.212496061991369,17
ORD002843,DEL030,30,4.0,12.962387776431367,77.62941686617737,13.022519886532063,77.57791491703554,Drinks,motorcycle,Sunny,Jam,No,Semi-Urban,2024-11-10,09:06,09:30,8.788173208696012,53
ORD009146,DEL045,24,3.8,12.948890794485852,77.51019790805945,13.00557181478005,77.587424172126,Snack,bicycle,Rainy,Medium,No,Urban,2024-04-10,21:21,21:51,10.633217131639318,90
ORD009549,DEL004,30,3.8,13.044716918984095,77.63146835023575,12.9711018710056,77.60196101114242,Drinks,motorcycle,Fog,Low,No,Semi-Urban,2024-08-28,19:48,20:07,8.803257619827265,43
ORD006987,DEL039,24,3.9,12.930931700037096,77.64404541154126,13.061183482496226,77.56158561037337,Drinks,scooter,Cloudy,Medium,No,Metropolitan,2024-02-29,21:25,21:53,17.11170241268683,90
ORD001330,DEL092,37,5.0,12.91047089003716,77.63634899717536,12.94417794389514,77.59640134059364,Snack,motorcycle,Cloudy,Medium,No,Metropolitan,2024-01-22,14:27,14:47,5.801787205110308,27
ORD002168,DEL013,28,4.0,12.959094068577503,77.54645758552711,13.000927199093695,77.62786986846851,Drinks,motorcycle,Sunny,Medium,No,Metropolitan,2024-01-31,13:40,13:58,10.159969293261279,38
ORD007748,DEL049,39,4.1,12.94775529321853,77.65471169440565,13.099382268781378,77.54526456237593,Meal,motorcycle,Cloudy,High,No,Metropolitan,2024-07-24,13:32,14:02,20.75712299828043,90
ORD005242,DEL009,34,3.6,13.033532104625472,77.62171359809804,13.032455660249658,77.59192734851347,Meal,motorcycle,Stormy,Low,Yes,Semi-Urban,2024-07-03,14:08,14:24,3.3084320377002343,26
ORD001789,DEL048,21,3.7,13.031777453153387,77.67602575240963,13.01844490535427,77.55410537722412,Drinks,motorcycle,Rainy,Medium,No,Metropolitan,2024-11-01,17:23,17:46,13.613838769362363,87
ORD009845,DEL017,20,4.6,12.978262664974412,77.54433371832047,13.028005812905105,77.5877489973151,Drinks,electric_scooter,Fog,Jam,No,Metropolitan,2024-12-17,21:57,22:27,7.328746916850639,66
ORD001967,DEL012,20,4.0,13.003399716642523,77.68863245152822,12.973553724329062,77.51238711764117,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-09-08,19:02,19:19,19.841758722510072,90
ORD006681,DEL081,41,3.7,12.953164108144525,77.68667661239596,13.069438044829461,77.58070848624388,Meal,bicycle,Cloudy,Low,No,Metropolitan,2024-07-31,13:25,13:45,17.46226942000437,90
ORD004276,DEL061,44,5.0,12.962949739891693,77.66699602653915,12.908695258390892,77.69428373459492,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-03-08,20:42,21:03,6.741061870484301,42
ORD001802,DEL007,43,3.7,12.903920684179045,77.53913128556869,13.061124303650418,77.57367964279447,Snack,bicycle,Rainy,Medium,No,Semi-Urban,2024-11-04,08:19,08:33,17.866023943160386,90
ORD008259,DEL058,36,4.4,12.926164285253037,77.6216332227007,13.044468992739509,77.54436116497696,Drinks,motorcycle,Rainy,Jam,No,Metropolitan,2024-07-01,21:35,21:53,15.684804605235378,90
ORD007798,DEL032,27,3.6,12.903871035166171,77.54115658387654,13.092455007288383,77.58080180347667,Meal,motorcycle,Cloudy,Medium,Yes,Semi-Urban,2024-05-20,08:16,08:34,21.390381996437426,90
ORD007704,DEL015,25,4.2,12.978299547657054,77.54664229036271,13.074939849583947,77.53385795867037,Meal,bicycle,Fog,Jam,No,Metropolitan,2024-07-30,19:49,20:01,10.820528627430999,90
ORD001877,DEL052,44,4.2,13.01067963905735,77.67781922709517,13.07116590373831,77.54109331114834,Snack,motorcycle,Cloudy,High,No,Metropolitan,2024-07-20,09:22,09:34,16.59535913504275,90
ORD006959,DEL057,26,4.3,12.996691968605976,77.69926358498061,12.996147143131434,77.63235848604089,Meal,scooter,Sunny,High,No,Metropolitan,2024-07-30,12:44,13:12,7.426712212543779,51
ORD003984,DEL035,43,4.1,12.944789744673448,77.58590341006594,12.965884027228286,77.59146976099244,Meal,motorcycle,Rainy,High,No,Semi-Urban,2024-11-19,20:11,20:28,2.4216145747883804,26
ORD002451,DEL074,26,4.6,12.960095800737292,77.69657442983059,12.961667972585941,77.68446227198308,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-08-10,12:28,12:39,1.3557280811736803,15
ORD001851,DEL049,36,4.0,12.947040998619546,77.60002752743594,13.091778600670816,77.515364551038,Drinks,motorcycle,Sunny,Medium,No,Urban,2024-07-24,21:37,21:54,18.612549712513015,83
ORD003619,DEL082,33,4.4,13.012953679838269,77.52735450064003,12.96473628371152,77.69568988928383,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-07-06,14:53,15:14,19.43664211083014,90
ORD004460,DEL017,23,4.6,12.925025843104146,77.56242686299188,12.986165760332995,77.67794130191966,Meal,motorcycle,Rainy,Low,No,Semi-Urban,2024-08-31,20:44,21:07,14.507353950845914,82
ORD009288,DEL061,25,3.6,13.025432289842623,77.6839251600791,12.91294364412899,77.56439803282954,Meal,bicycle,Cloudy,Low,No,Urban,2024-03-10,13:12,13:29,18.219029410096184,90
ORD003656,DEL073,38,4.7,13.012268889576175,77.51292790639076,13.044847960593085,77.50784506480257,Meal,motorcycle,Sunny,High,No,Urban,2024-04-16,12:05,12:30,3.660023901751498,27
ORD001564,DEL070,40,3.5,13.05030431961825,77.68905823426518,13.081122998086997,77.6256101309235,Meal,electric_scooter,Sunny,Medium,Yes,Metropolitan,2024-09-30,11:50,12:15,7.829594718669169,73
ORD004106,DEL036,40,4.9,13.022382778361738,77.62799816590082,13.021062306062401,77.64099773354685,Meal,motorcycle,Cloudy,High,Yes,Urban,2024-04-02,21:19,21:38,1.4503771837961008,15
ORD009437,DEL077,32,4.2,13.072876685091346,77.57329499383506,12.902498945100085,77.53582460517163,Snack,scooter,Cloudy,Medium,No,Urban,2024-04-24,14:35,15:00,19.36388694754479,90
ORD008127,DEL092,24,4.5,13.04602268758034,77.54938092885659,13.05568122601801,77.50269146855084,Snack,scooter,Stormy,High,Yes,Urban,2024-06-18,17:35,18:00,5.292259611516815,58
ORD004957,DEL063,22,4.4,12.95385819351692,77.62826016225137,12.908893701103823,77.54677763632183,Meal,bicycle,Rainy,High,No,Urban,2024-09-15,12:23,12:48,10.33028261765584,90
ORD001644,DEL062,44,4.5,13.011455512663002,77.6503529162619,12.90807104398513,77.66841383467563,Snack,bicycle,Sunny,Low,No,Semi-Urban,2024-08-01,11:45,12:13,11.64947254781355,59
ORD004393,DEL042,23,3.7,12.996969237398497,77.57609630973948,12.995290440363469,77.6693663983471,Meal,motorcycle,Rainy,Low,No,Urban,2024-06-21,17:32,18:00,10.354656753380988,67
ORD001383,DEL033,29,4.8,13.017201190606924,77.65956864452608,13.067177220063014,77.5690260214518,Meal,scooter,Stormy,High,No,Metropolitan,2024-01-26,14:34,14:57,11.479552228496333,90
ORD001118,DEL057,27,4.8,12.947027661603954,77.5118378176608,12.94764589867552,77.59093057036301,Snack,motorcycle,Sunny,High,No,Urban,2024-05-25,12:05,12:35,8.77956375054532,47
ORD004431,DEL042,26,3.6,13.080839127213553,77.6483190093582,12.937967096527561,77.5791639115614,Meal,motorcycle,Sunny,Medium,No,Urban,2024-09-03,12:34,12:50,17.61890125953841,90
ORD007669,DEL006,20,5.0,13.075761619798907,77.60877447111199,12.907370930416999,77.57409146628149,Meal,motorcycle,Rainy,Low,No,Metropolitan,2024-04-18,14:01,14:11,19.083716794702315,90
ORD008740,DEL083,25,4.6,12.987547879723527,77.64575558785785,13.027976647546481,77.64089459400304,Meal,scooter,Sunny,Medium,No,Urban,2024-05-23,13:59,14:22,4.519914723869764,27
ORD004698,DEL050,30,4.8,12.942711348299136,77.65410178093899,12.919598131536114,77.5222832460038,Snack,motorcycle,Rainy,Medium,Yes,Urban,2024-04-29,12:23,12:46,14.85507942312632,90
ORD003285,DEL073,35,4.1,12.953229560852883,77.51690310183224,13.075647766431787,77.67270708267495,Meal,scooter,Fog,Jam,No,Semi-Urban,2024-12-03,12:39,12:49,21.993998780162066,90
ORD006891,DEL035,22,3.9,12.990853399673112,77.65042617117231,13.02085555803585,77.57518065466762,Meal,bicycle,Sunny,Medium,No,Semi-Urban,2024-09-05,15:41,16:07,8.991696984795798,77
ORD006025,DEL073,26,4.0,12.985545103070864,77.51563832942723,12.993511237347493,77.66727159599962,Meal,scooter,Rainy,High,No,Semi-Urban,2024-05-10,21:57,22:25,16.854503618086717,90
ORD006361,DEL048,23,3.8,13.055165870342947,77.58565768114903,13.038108124630952,77.6960752219471,Drinks,motorcycle,Cloudy,Medium,No,Urban,2024-01-09,20:09,20:24,12.401735485709834,60
ORD006819,DEL082,35,4.6,13.051132250383588,77.58961216794368,13.05612773879617,77.50510486051593,Meal,bicycle,Cloudy,High,No,Urban,2024-06-16,09:00,09:18,9.396685914202001,90
ORD008398,DEL007,27,3.7,12.993321182388788,77.66705995096994,12.954137993143043,77.53340012451709,Snack,scooter,Stormy,Low,No,Urban,2024-12-17,13:19,13:49,15.46061918173504,90
ORD002757,DEL091,29,4.2,13.058482399436814,77.60805282065918,12.958438224352129,77.57494874937777,Snack,motorcycle,Cloudy,Medium,No,Urban,2024-07-29,22:39,23:03,11.697059974330054,58
ORD001854,DEL030,28,4.2,13.089995254709837,77.6942808444745,12.965772258488505,77.67790586802275,Snack,motorcycle,Sunny,Jam,No,Metropolitan,2024-11-22,14:33,14:48,13.908035406438042,90
ORD009538,DEL089,26,3.7,13.014589225016781,77.55011829283976,12.960729167876494,77.68971033219393,Buffet,electric_scooter,Cloudy,High,No,Semi-Urban,2024-08-28,12:25,12:37,16.608079212953196,90
ORD009622,DEL092,31,4.7,13.05584715931729,77.53298135923606,12.93643822444664,77.53764636755473,Meal,motorcycle,Cloudy,Medium,No,Urban,2024-03-25,20:11,20:32,13.264502800337622,70
ORD000043,DEL020,38,4.6,13.028726559510007,77.56400916626863,13.002814208774543,77.59503673168028,Snack,bicycle,Rainy,High,No,Urban,2024-02-26,20:45,20:57,4.487146321149026,50
ORD009623,DEL025,23,5.0,13.025082050399801,77.52720149207924,12.921613347950014,77.69838633932062,Buffet,motorcycle,Stormy,High,No,Urban,2024-03-21,13:32,13:57,22.202781572235725,90
ORD005775,DEL060,37,3.6,13.05873425706113,77.59115408601158,12.956574797858128,77.66409406116468,Meal,motorcycle,Fog,High,No,Urban,2024-08-13,19:21,19:33,13.933394137125113,90
ORD005830,DEL079,39,3.7,12.967153779842358,77.52209013427508,13.030624276716578,77.56442102916708,Drinks,electric_scooter,Sunny,High,No,Semi-Urban,2024-01-24,22:14,22:27,8.46836789481406,51
ORD006500,DEL044,23,4.6,13.082946484810991,77.6425645398827,12.937126246331708,77.64354984157474,Snack,motorcycle,Cloudy,Medium,No,Metropolitan,2024-06-17,16:39,17:03,16.186415966296764,82
ORD002476,DEL088,22,3.8,12.982067013242995,77.55702518141217,13.041677907687285,77.55888040063932,Meal,motorcycle,Cloudy,Jam,No,Semi-Urban,2024-01-07,14:26,14:48,6.620012989599766,65
ORD000496,DEL014,24,4.9,13.014201673794934,77.53428793225841,13.007845810867549,77.67851419495939,Meal,motorcycle,Sunny,High,No,Urban,2024-02-10,14:31,14:57,16.024652868551595,90
ORD005973,DEL028,38,4.7,12.939440399770207,77.6672858109097,12.95197786954825,77.55785887224174,Snack,motorcycle,Sunny,Low,No,Semi-Urban,2024-01-15,13:31,13:55,12.225854157345735,42
ORD003719,DEL083,26,4.2,12.966703264877692,77.66189273045661,12.912910829089347,77.55051045653835,Snack,motorcycle,Sunny,Medium,No,Urban,2024-01-20,19:07,19:32,13.72977889848394,58
ORD001697,DEL033,36,3.7,13.070460905261656,77.64355462689163,12.994390708879942,77.50070477728202,Snack,scooter,Cloudy,Medium,No,Metropolitan,2024-03-31,19:32,19:58,17.96443502775169,90
ORD009835,DEL079,34,4.0,12.908656497900237,77.53005282776908,12.985083655473668,77.60285921816332,Meal,motorcycle,Fog,Low,No,Metropolitan,2024-05-28,22:53,23:16,11.716617025909558,64
ORD001159,DEL075,23,4.6,13.021889281435135,77.50441595681109,13.068013447930227,77.59370046606873,Meal,motorcycle,Sunny,Medium,No,Semi-Urban,2024-09-09,14:25,14:40,11.154899329276672,64
ORD005600,DEL095,27,4.8,13.031018262169477,77.69215399877801,12.983886296928322,77.57674975683902,Snack,scooter,Sunny,Low,Yes,Semi-Urban,2024-03-20,16:20,16:40,13.837013175063547,65
ORD005494,DEL071,32,3.8,12.94837926081189,77.63270139607377,12.999680062270563,77.58058512891517,Meal,motorcycle,Sunny,Medium,No,Metropolitan,2024-07-22,18:34,18:49,8.117339409081271,45
ORD003545,DEL036,36,4.7,13.097084070000243,77.53677288238565,13.094865718113681,77.56889822992872,Meal,motorcycle,Sunny,Low,No,Urban,2024-06-27,10:31,10:52,3.5744051715024163,15
ORD003447,DEL007,25,4.0,13.0200450821721,77.56418735701817,12.98251921869798,77.68716865228772,Meal,motorcycle,Sunny,Jam,No,Urban,2024-01-01,08:46,09:13,14.272282024619987,90
ORD002561,DEL062,42,3.8,12.948743729116277,77.60406339478214,12.940031770130764,77.67868962541286,Meal,motorcycle,Fog,High,Yes,Metropolitan,2024-05-20,20:26,20:44,8.339766574161146,90
ORD001167,DEL043,25,4.1,12.947033773912338,77.53174469737534,13.097300040562281,77.66298681669309,Drinks,motorcycle,Sunny,Medium,No,Metropolitan,2024-09-13,14:22,14:38,22.145666936991972,88
ORD009164,DEL025,35,3.6,13.087916494313825,77.58940111173527,12.904463311411105,77.62579543405104,Snack,motorcycle,Rainy,Medium,No,Metropolitan,2024-09-13,13:16,13:42,20.76015079976642,90
ORD009162,DEL089,26,3.7,13.09711085895457,77.52197630249654,13.073144206180128,77.6643389668502,Meal,scooter,Fog,Medium,No,Urban,2024-11-08,14:42,14:53,16.024620883524797,90
ORD007294,DEL049,41,5.0,12.953559194632952,77.69035892163566,13.027267084792646,77.60736850982475,Meal,motorcycle,Cloudy,Medium,No,Metropolitan,2024-09-03,16:43,16:58,12.320630756636232,65
ORD007259,DEL013,43,4.9,13.04994283465736,77.59199192389863,12.993607543133455,77.54679333868269,Meal,electric_scooter,Fog,Medium,No,Metropolitan,2024-07-21,22:24,22:49,8.017072245711883,61
ORD001951,DEL039,28,4.6,12.907933081938243,77.6171869078262,12.983994004779944,77.55204545169771,Drinks,motorcycle,Cloudy,High,No,Semi-Urban,2024-03-27,20:00,20:24,11.115902284878318,57
ORD009986,DEL026,38,4.1,13.088057620038073,77.53364552775014,13.022886032614485,77.69389079153497,Meal,motorcycle,Sunny,Low,No,Urban,2024-06-12,20:53,21:04,19.201999168654943,75
ORD006800,DEL005,28,3.6,12.926223447173376,77.69182686178905,12.93090657349918,77.58070321489605,Meal,motorcycle,Sunny,Medium,No,Urban,2024-02-22,21:03,21:33,12.3456735802914,71
ORD001571,DEL016,42,4.2,12.930528306185234,77.58085226944681,12.910447311288822,77.55672944001084,Meal,scooter,Fog,High,No,Metropolitan,2024-11-02,16:27,16:53,3.483980848326039,30
ORD006278,DEL065,30,5.0,13.054828723948313,77.69189687817783,12.905360047863082,77.66868320814231,Meal,scooter,Fog,Jam,No,Metropolitan,2024-11-24,13:58,14:22,16.7899231123964,90
ORD001901,DEL022,37,4.9,13.052857446367444,77.50086702172187,13.08056644359776,77.53460637674658,Meal,bicycle,Fog,High,No,Semi-Urban,2024-12-22,12:05,12:20,4.8461799209395675,58
ORD000349,DEL038,34,3.6,12.987833438110865,77.60983129125648,13.074751064380404,77.53715209388581,Snack,motorcycle,Sunny,Low,No,Urban,2024-03-15,14:38,14:57,12.576324241072086,52
ORD004758,DEL085,22,3.8,12.93052715826617,77.68224669051847,12.951667523698898,77.67272607913272,Meal,motorcycle,Sunny,Jam,No,Semi-Urban,2024-04-12,09:07,09:35,2.573565800191988,23
ORD003354,DEL087,35,4.6,12.951163960638587,77.59464698247756,12.994486825354787,77.51598412101781,Meal,motorcycle,Cloudy,Medium,No,Metropolitan,2024-07-17,09:16,09:26,9.968218021346916,54
ORD002129,DEL026,29,4.8,13.009580191397422,77.63692713725209,12.959603815265597,77.52353829119502,Meal,bicycle,Stormy,Low,No,Urban,2024-07-04,10:36,11:05,13.754449156243984,90
ORD000550,DEL075,42,4.8,12.944685463349934,77.66506962527237,12.915672745958908,77.59356296200936,Snack,motorcycle,Sunny,Medium,No,Semi-Urban,2024-09-06,12:28,12:54,8.565677082949492,32
ORD009503,DEL002,44,4.2,12.901677296368089,77.52673053764228,13.096655690371062,77.64269883449319,Snack,scooter,Rainy,Medium,No,Semi-Urban,2024-01-18,09:58,10:19,25.181401383770243,90
ORD008657,DEL020,34,4.3,12.96866335897622,77.52619575928729,13.058672256511738,77.53590144767335,Snack,bicycle,Rainy,Low,No,Urban,2024-10-17,20:59,21:25,10.048904254720295,74
ORD000206,DEL063,39,4.0,12.950963563592953,77.66944282179062,13.05816287288354,77.60387369552103,Buffet,scooter,Fog,Medium,No,Metropolitan,2024-09-23,21:10,21:30,13.948510261033597,90
ORD006300,DEL062,23,3.6,12.907738050900049,77.65181490267952,12.909787139712586,77.5732443263353,Meal,scooter,Cloudy,Low,No,Semi-Urban,2024-10-22,14:32,15:00,8.724299357127409,48
ORD002714,DEL077,20,4.5,12.977548305665374,77.61935933860259,13.074289903929206,77.62926937805939,Snack,bicycle,Cloudy,Medium,No,Metropolitan,2024-07-26,20:29,20:44,10.794512141600583,76
ORD001035,DEL081,32,4.8,12.983867331479747,77.69761386245004,13.016346049419653,77.61629536670843,Drinks,motorcycle,Sunny,Medium,No,Metropolitan,2024-06-01,22:31,22:44,9.719674209932965,40
ORD006272,DEL023,36,4.8,12.986926328323042,77.67702548065809,12.933710480142686,77.59289007839193,Meal,scooter,Sunny,Medium,Yes,Metropolitan,2024-01-24,22:58,23:14,11.050323126894396,78
ORD001920,DEL023,25,4.3,12.98169570623101,77.61305424142945,13.073512590981062,77.57083255035056,Drinks,scooter,Stormy,Medium,No,Metropolitan,2024-09-16,18:06,18:32,11.21759844940078,72
ORD004192,DEL082,44,4.1,12.930456790352647,77.68626485442294,12.986956385583339,77.57602056745417,Snack,motorcycle,Sunny,Low,No,Urban,2024-08-04,20:55,21:25,13.750569192417634,49
ORD002462,DEL093,43,3.7,12.93233546928315,77.65122158006866,12.91500046240507,77.62689855245728,Meal,scooter,Sunny,Medium,No,Semi-Urban,2024-06-29,14:59,15:18,3.3153753367170276,24
ORD006409,DEL093,27,3.9,12.959084596855321,77.50002047450516,13.007886509224747,77.66761627027489,Meal,scooter,Cloudy,Low,No,Urban,2024-09-06,19:34,19:59,19.375773318141906,90
ORD006889,DEL096,30,4.8,13.037560866726587,77.58111015392709,13.080991926366389,77.52089105459021,Buffet,scooter,Cloudy,Low,No,Metropolitan,2024-01-28,22:51,23:18,8.241401943278602,45
ORD001634,DEL079,20,4.2,13.089027527020503,77.55321656639425,13.001670820921417,77.64314567394787,Meal,bicycle,Fog,High,No,Urban,2024-07-07,15:11,15:24,13.916424849235812,90
ORD009853,DEL044,43,4.3,13.04081142177974,77.59593267100712,13.0618460783475,77.50856925435362,Snack,motorcycle,Cloudy,Low,No,Semi-Urban,2024-12-27,18:12,18:27,9.974462313815565,35
ORD009380,DEL043,39,4.5,12.961678091200277,77.53874288806509,12.934191694280413,77.62241191971448,Meal,motorcycle,Cloudy,High,No,Semi-Urban,2024-12-15,18:53,19:12,9.77557084376991,71
ORD004877,DEL036,42,4.9,12.967437538967078,77.51012877205514,13.033091754853498,77.58574786521527,Buffet,bicycle,Sunny,High,No,Urban,2024-01-26,20:15,20:30,11.115930008418117,90
ORD004234,DEL096,23,4.2,12.96599916072216,77.67011200799921,12.985905258838017,77.6493036455659,Buffet,motorcycle,Sunny,High,No,Metropolitan,2024-01-08,21:41,22:08,3.196415888700088,23
ORD002661,DEL044,21,4.8,12.997394850320337,77.60954244785898,13.009227500920485,77.61278486282013,Meal,scooter,Cloudy,Medium,No,Semi-Urban,2024-07-08,21:06,21:34,1.361843230677614,15
ORD008062,DEL027,21,3.6,12.908008256142958,77.52839363463954,12.964043377467716,77.66906458212797,Meal,motorcycle,Sunny,High,No,Metropolitan,2024-04-06,19:35,19:55,16.807705727222356,90
ORD003169,DEL086,20,3.5,12.94777040707364,77.57215110079443,12.926687954455243,77.6543173220226,Meal,bicycle,Cloudy,Medium,No,Urban,2024-09-17,19:06,19:26,9.41588715203202,90
ORD006516,DEL030,30,4.3,12.972132224836637,77.5656300122099,13.070929637181443,77.56704970998125,Snack,motorcycle,Sunny,Low,No,Semi-Urban,2024-02-27,21:59,22:16,10.96764495370915,44
ORD005700,DEL038,20,4.8,12.989808945249296,77.59916513103134,12.902339039385229,77.64346423104116,Meal,motorcycle,Sunny,Low,No,Semi-Urban,2024-01-23,21:53,22:08,10.883319163711855,41
ORD002347,DEL046,32,3.7,13.047652136149807,77.58932008626553,13.098387862924962,77.59527307666615,Drinks,motorcycle,Cloudy,Medium,No,Metropolitan,2024-02-03,21:57,22:07,5.670299022677591,23
ORD002573,DEL017,39,4.8,12.944408755213422,77.57060618760019,13.050605969589979,77.56504502305818,Snack,motorcycle,Sunny,Low,No,Urban,2024-10-04,10:04,10:32,11.804042335120103,41
ORD000520,DEL049,43,3.6,12.995504807184258,77.5672436193902,12.94606510683918,77.50110350817114,Snack,motorcycle,Cloudy,High,Yes,Urban,2024-08-20,20:38,21:05,9.165937684491087,79
ORD000125,DEL064,20,4.6,12.97871917905472,77.63126953887902,12.98492219755644,77.60170307506215,Buffet,scooter,Fog,Medium,Yes,Semi-Urban,2024-04-03,09:05,09:16,3.3533267568197926,36
ORD004394,DEL041,24,4.0,12.969982341643993,77.67373536782135,12.957717922152966,77.6597424614217,Meal,scooter,Cloudy,Medium,No,Urban,2024-09-14,10:33,10:46,2.065367950205885,16
ORD000802,DEL036,28,3.7,12.900401409167795,77.6673608983406,13.081643985458616,77.58134476855979,Meal,scooter,Sunny,Medium,No,Urban,2024-11-07,13:04,13:32,22.2686157382055,90
ORD002416,DEL016,26,4.4,13.003865623310219,77.5432329740619,13.03279764553277,77.60665925671641,Snack,motorcycle,Stormy,Jam,No,Urban,2024-04-27,14:30,14:58,7.7381850926123805,85
ORD008150,DEL029,21,4.0,13.07789208272348,77.65709653716647,13.046449062287452,77.66432504001034,Meal,motorcycle,Sunny,Medium,No,Urban,2024-01-27,12:30,12:46,3.5812164269757094,19
ORD009107,DEL080,40,4.7,12.957203540566061,77.52973876213316,13.040075877720927,77.67657414052752,Snack,motorcycle,Sunny,Medium,No,Urban,2024-06-01,12:15,12:28,18.715420504324516,71
ORD005094,DEL088,34,4.2,13.05995254019824,77.510381836984,12.943602529586562,77.50678143213233,Meal,motorcycle,Sunny,High,No,Urban,2024-06-30,20:48,21:04,12.921033125261644,85
ORD001101,DEL026,24,4.2,13.022038966329726,77.54824401504558,13.033014251737475,77.6632294176324,Meal,motorcycle,Cloudy,Medium,No,Urban,2024-09-11,20:47,21:10,12.82138878503396,78
ORD008413,DEL038,33,4.2,12.98901933737451,77.50057866369934,12.967221265475125,77.69472327549937,Drinks,bicycle,Sunny,Medium,Yes,Urban,2024-05-12,10:47,11:04,21.68545903673339,90
ORD005826,DEL045,21,3.6,13.05918716761087,77.58172986307785,13.021843737920538,77.52637263472396,Drinks,bicycle,Sunny,Medium,No,Urban,2024-01-17,20:17,20:44,7.4120697548176055,49
ORD001670,DEL059,39,4.8,12.929961925484891,77.66993421794534,13.051224633989472,77.54818997730489,Meal,scooter,Sunny,High,No,Metropolitan,2024-09-05,23:11,23:41,19.073374085709347,90
ORD009618,DEL098,25,3.6,12.910383094142436,77.65447831601183,12.995921709896141,77.67687365200716,Meal,bicycle,Rainy,High,No,Metropolitan,2024-04-11,23:48,00:12,9.814814241426706,90
ORD005076,DEL082,26,4.6,13.047143369420988,77.5125715825419,12.981198492879003,77.53310514345964,Snack,motorcycle,Sunny,Jam,No,Semi-Urban,2024-09-27,20:27,20:53,7.666520070033208,43
ORD000016,DEL055,43,3.8,12.98132701112461,77.69092237414195,13.032187171278652,77.58570828757648,Snack,motorcycle,Sunny,High,No,Metropolitan,2024-06-09,20:47,21:14,12.971697605216239,81
ORD001955,DEL046,33,4.2,12.93069940036514,77.57232497998243,13.035981986161794,77.64836808527767,Meal,motorcycle,Cloudy,Medium,No,Urban,2024-10-01,14:06,14:35,14.41589471214322,83
ORD005750,DEL100,36,4.7,12.974024524095508,77.54191452406734,12.997590510665926,77.5640250984116,Meal,bicycle,Sunny,High,No,Urban,2024-10-12,12:47,13:04,3.5869203384443216,33
ORD001087,DEL005,40,4.3,13.076075745037235,77.56775433889374,12.999538937918365,77.63147823898551,Drinks,electric_scooter,Sunny,High,No,Semi-Urban,2024-03-31,10:10,10:23,11.054740879476576,68
ORD009977,DEL069,27,3.7,12.905042366447885,77.6121033285225,13.000026952900653,77.50851624508203,Snack,bicycle,Sunny,Low,No,Metropolitan,2024-09-24,17:51,18:01,15.600281162637522,86
ORD003815,DEL023,32,4.1,12.936038677379974,77.6998253778315,12.962347611855167,77.6766537069187,Drinks,motorcycle,Sunny,Medium,No,Urban,2024-01-23,14:57,15:18,3.8914744142620115,15
ORD009645,DEL055,25,4.0,13.092591587236345,77.5743516131101,13.08821348906924,77.60613836173725,Drinks,motorcycle,Fog,Medium,No,Metropolitan,2024-11-28,14:51,15:14,3.561638947097816,19
ORD004542,DEL029,31,4.9,13.031505406939422,77.68669883488894,13.092708979657942,77.66821746739475,Meal,bicycle,Cloudy,Low,No,Semi-Urban,2024-02-01,14:39,15:06,7.096571480398494,41
ORD006489,DEL069,20,3.7,12.934760297789046,77.59550010444686,12.965617000472722,77.52509080867286,Snack,motorcycle,Sunny,High,No,Metropolitan,2024-08-03,23:27,23:38,8.533009058827417,49
ORD009551,DEL016,21,4.2,12.973865003780263,77.68214885895226,13.026813963997325,77.67797149496823,Meal,scooter,Cloudy,Low,Yes,Urban,2024-10-19,14:58,15:19,5.895597325154607,42
